cik,filer_cik,ticker,fiscal_year,report_date,filing_date,accession,path,error
0000200406,0000200406,JNJ,2013,2013-12-29,2014-02-21,0000200406-14-000033,data/raw/0000200406/000020040614000033/a2013122910-k.htm,
0000200406,0000200406,JNJ,2014,2014-12-28,2015-02-24,0000200406-15-000004,data/raw/0000200406/000020040615000004/a2014122810-k.htm,
0000200406,0000200406,JNJ,2015,2016-01-03,2016-02-24,0000200406-16-000071,data/raw/0000200406/000020040616000071/form10-k20160103.htm,
0000200406,0000200406,JNJ,2016,2017-01-01,2017-02-27,0000200406-17-000006,data/raw/0000200406/000020040617000006/form10-k20170101.htm,
0000200406,0000200406,JNJ,2017,2017-12-31,2018-02-21,0000200406-18-000005,data/raw/0000200406/000020040618000005/form10-k20171231.htm,
0000200406,0000200406,JNJ,2018,2018-12-30,2019-02-20,0000200406-19-000009,data/raw/0000200406/000020040619000009/form10-k20181230.htm,
0000200406,0000200406,JNJ,2019,2019-12-29,2020-02-18,0000200406-20-000010,data/raw/0000200406/000020040620000010/form10-k20191229.htm,
0000200406,0000200406,JNJ,2020,2021-01-03,2021-02-22,0000200406-21-000008,data/raw/0000200406/000020040621000008/jnj-20210103.htm,
0000200406,0000200406,JNJ,2021,2022-01-02,2022-02-17,0000200406-22-000022,data/raw/0000200406/000020040622000022/jnj-20220102.htm,
0000200406,0000200406,JNJ,2022,2023-01-01,2023-02-16,0000200406-23-000016,data/raw/0000200406/000020040623000016/jnj-20230101.htm,
0000200406,0000200406,JNJ,2023,2023-12-31,2024-02-16,0000200406-24-000013,data/raw/0000200406/000020040624000013/jnj-20231231.htm,
0000200406,0000200406,JNJ,2024,2024-12-29,2025-02-13,0000200406-25-000038,data/raw/0000200406/000020040625000038/jnj-20241229.htm,
0000200406,0000200406,JNJ,2025,2025-12-28,2026-02-11,0000200406-26-000016,data/raw/0000200406/000020040626000016/jnj-20251228.htm,
0000019617,0000019617,JPM,2007,2007-12-31,2008-02-29,0001193125-08-043536,data/raw/0000019617/000119312508043536/d10k.htm,
0000019617,0000019617,JPM,2008,2008-12-31,2009-03-02,0000950123-09-003840,data/raw/0000019617/000095012309003840/y74757e10vk.htm,
0000019617,0000019617,JPM,2009,2009-12-31,2010-02-24,0000950123-10-016029,data/raw/0000019617/000095012310016029/e82150e10vk.htm,
0000019617,0000019617,JPM,2010,2010-12-31,2011-02-28,0000950123-11-019773,data/raw/0000019617/000095012311019773/y86143e10vk.htm,
0000019617,0000019617,JPM,2011,2011-12-31,2012-02-29,0000019617-12-000163,data/raw/0000019617/000001961712000163/corp10k2011.htm,
0000019617,0000019617,JPM,2012,2012-12-31,2013-02-28,0000019617-13-000221,data/raw/0000019617/000001961713000221/corp10k2012.htm,
0000019617,0000019617,JPM,2013,2013-12-31,2014-02-20,0000019617-14-000289,data/raw/0000019617/000001961714000289/corp10k2013.htm,
0000019617,0000019617,JPM,2014,2014-12-31,2015-02-24,0000019617-15-000272,data/raw/0000019617/000001961715000272/corp10k2014.htm,
0000019617,0000019617,JPM,2015,2015-12-31,2016-02-23,0000019617-16-000902,data/raw/0000019617/000001961716000902/corp10k2015.htm,
0000019617,0000019617,JPM,2016,2016-12-31,2017-02-28,0000019617-17-000314,data/raw/0000019617/000001961717000314/corp10k2016.htm,
0000019617,0000019617,JPM,2017,2017-12-31,2018-02-27,0000019617-18-000057,data/raw/0000019617/000001961718000057/corp10k2017.htm,
0000019617,0000019617,JPM,2018,2018-12-31,2019-02-26,0000019617-19-000054,data/raw/0000019617/000001961719000054/corp10k2018.htm,
0000019617,0000019617,JPM,2019,2019-12-31,2020-02-25,0000019617-20-000257,data/raw/0000019617/000001961720000257/corp10k2019.htm,
0000019617,0000019617,JPM,2020,2020-12-31,2021-02-23,0000019617-21-000236,data/raw/0000019617/000001961721000236/jpm-20201231.htm,
0000019617,0000019617,JPM,2021,2021-12-31,2022-02-22,0000019617-22-000272,data/raw/0000019617/000001961722000272/jpm-20211231.htm,
0000019617,0000019617,JPM,2022,2022-12-31,2023-02-21,0000019617-23-000231,data/raw/0000019617/000001961723000231/jpm-20221231.htm,
0000019617,0000019617,JPM,2023,2023-12-31,2024-02-16,0000019617-24-000225,data/raw/0000019617/000001961724000225/jpm-20231231.htm,
0000019617,0000019617,JPM,2024,2024-12-31,2025-02-14,0000019617-25-000270,data/raw/0000019617/000001961725000270/jpm-20241231.htm,
0000019617,0000019617,JPM,2025,2025-12-31,2026-02-13,0001628280-26-008131,data/raw/0000019617/000162828026008131/jpm-20251231.htm,
0000021344,0000021344,KO,2007,2007-12-31,2008-02-28,0001193125-08-041768,data/raw/0000021344/000119312508041768/d10k.htm,
0000021344,0000021344,KO,2008,2008-12-31,2009-02-26,0001047469-09-001875,data/raw/0000021344/000104746909001875/a2190274z10-k.htm,
0000021344,0000021344,KO,2009,2009-12-31,2010-02-26,0001047469-10-001476,data/raw/0000021344/000104746910001476/a2195739z10-k.htm,
0000021344,0000021344,KO,2010,2010-12-31,2011-02-28,0001047469-11-001506,data/raw/0000021344/000104746911001506/a2202147z10-k.htm,
0000021344,0000021344,KO,2011,2011-12-31,2012-02-23,0000021344-12-000007,data/raw/0000021344/000002134412000007/a2011123110-k.htm,
0000021344,0000021344,KO,2012,2012-12-31,2013-02-27,0000021344-13-000007,data/raw/0000021344/000002134413000007/a2012123110-k.htm,
0000021344,0000021344,KO,2013,2013-12-31,2014-02-27,0000021344-14-000008,data/raw/0000021344/000002134414000008/a2013123110-k.htm,
0000021344,0000021344,KO,2014,2014-12-31,2015-02-25,0000021344-15-000005,data/raw/0000021344/000002134415000005/a2014123110-k.htm,
0000021344,0000021344,KO,2015,2015-12-31,2016-02-25,0000021344-16-000050,data/raw/0000021344/000002134416000050/a2015123110-k.htm,
0000021344,0000021344,KO,2016,2016-12-31,2017-02-24,0000021344-17-000009,data/raw/0000021344/000002134417000009/a2016123110-k.htm,
0000021344,0000021344,KO,2017,2017-12-31,2018-02-23,0000021344-18-000008,data/raw/0000021344/000002134418000008/a2017123110-k.htm,
0000021344,0000021344,KO,2018,2018-12-31,2019-02-21,0000021344-19-000014,data/raw/0000021344/000002134419000014/a2018123110-k.htm,
0000021344,0000021344,KO,2019,2019-12-31,2020-02-24,0000021344-20-000006,data/raw/0000021344/000002134420000006/a2019123110-k.htm,
0000021344,0000021344,KO,2020,2020-12-31,2021-02-25,0000021344-21-000008,data/raw/0000021344/000002134421000008/ko-20201231.htm,
0000021344,0000021344,KO,2021,2021-12-31,2022-02-22,0000021344-22-000009,data/raw/0000021344/000002134422000009/ko-20211231.htm,
0000021344,0000021344,KO,2022,2022-12-31,2023-02-21,0000021344-23-000011,data/raw/0000021344/000002134423000011/ko-20221231.htm,
0000021344,0000021344,KO,2023,2023-12-31,2024-02-20,0000021344-24-000009,data/raw/0000021344/000002134424000009/ko-20231231.htm,
0000021344,0000021344,KO,2024,2024-12-31,2025-02-20,0000021344-25-000011,data/raw/0000021344/000002134425000011/ko-20241231.htm,
0000021344,0000021344,KO,2025,2025-12-31,2026-02-20,0001628280-26-010047,data/raw/0000021344/000162828026010047/ko-20251231.htm,
0001707925,0001707925,LIN,2017,2017-12-31,2018-03-23,0001707925-18-000004,data/raw/0001707925/000170792518000004/lindeplc201710k.htm,
0001707925,0001707925,LIN,2018,2018-12-31,2019-03-18,0001628280-19-003050,data/raw/0001707925/000162828019003050/plc201810-k.htm,
0001707925,0001707925,LIN,2019,2019-12-31,2020-03-02,0001707925-20-000015,data/raw/0001707925/000170792520000015/lin201910-k.htm,
0001707925,0001707925,LIN,2020,2020-12-31,2021-03-01,0001628280-21-003574,data/raw/0001707925/000162828021003574/lin-20201231.htm,
0001707925,0001707925,LIN,2021,2021-12-31,2022-02-28,0001628280-22-004180,data/raw/0001707925/000162828022004180/lin-20211231.htm,
0001707925,0001707925,LIN,2022,2022-12-31,2023-02-28,0001628280-23-005434,data/raw/0001707925/000162828023005434/lin-20221231.htm,
0001707925,0001707925,LIN,2023,2023-12-31,2024-02-28,0001628280-24-007424,data/raw/0001707925/000162828024007424/lin-20231231.htm,
0001707925,0001707925,LIN,2024,2024-12-31,2025-02-26,0001628280-25-007990,data/raw/0001707925/000162828025007990/lin-20241231.htm,
0001707925,0001707925,LIN,2025,2025-12-31,2026-02-25,0001628280-26-011430,data/raw/0001707925/000162828026011430/lin-20251231.htm,
0000059478,0000059478,LLY,2007,2007-12-31,2008-02-29,0000950137-08-003028,data/raw/0000059478/000095013708003028/c24001e10vk.htm,
0000059478,0000059478,LLY,2008,2008-12-31,2009-02-27,0000950152-09-001897,data/raw/0000059478/000095015209001897/c49534e10vk.htm,
0000059478,0000059478,LLY,2009,2009-12-31,2010-02-22,0000950123-10-014958,data/raw/0000059478/000095012310014958/c55339ke10vk.htm,
0000059478,0000059478,LLY,2010,2010-12-31,2011-02-22,0001193125-11-041620,data/raw/0000059478/000119312511041620/d10k.htm,
0000059478,0000059478,LLY,2011,2011-12-31,2012-02-24,0001193125-12-078393,data/raw/0000059478/000119312512078393/d266023d10k.htm,
0000059478,0000059478,LLY,2012,2012-12-31,2013-02-21,0000059478-13-000007,data/raw/0000059478/000005947813000007/lly-20121231x10k.htm,
0000059478,0000059478,LLY,2013,2013-12-31,2014-02-19,0000059478-14-000078,data/raw/0000059478/000005947814000078/lly-20131231x10k.htm,
0000059478,0000059478,LLY,2014,2014-12-31,2015-02-19,0000059478-15-000100,data/raw/0000059478/000005947815000100/lly-20141231x10k.htm,
0000059478,0000059478,LLY,2015,2015-12-31,2016-02-19,0000059478-16-000321,data/raw/0000059478/000005947816000321/lly-20151231x10k.htm,
0000059478,0000059478,LLY,2016,2016-12-31,2017-02-21,0000059478-17-000098,data/raw/0000059478/000005947817000098/lly-20161231x10xk.htm,
0000059478,0000059478,LLY,2017,2017-12-31,2018-02-20,0000059478-18-000089,data/raw/0000059478/000005947818000089/lly-20171231x10xk.htm,
0000059478,0000059478,LLY,2018,2018-12-31,2019-02-19,0000059478-19-000082,data/raw/0000059478/000005947819000082/lly-20181231x10xk.htm,
0000059478,0000059478,LLY,2019,2019-12-31,2020-02-19,0000059478-20-000057,data/raw/0000059478/000005947820000057/lly-20191231x10xk.htm,
0000059478,0000059478,LLY,2020,2020-12-31,2021-02-17,0000059478-21-000083,data/raw/0000059478/000005947821000083/lly-20201231.htm,
0000059478,0000059478,LLY,2021,2021-12-31,2022-02-23,0000059478-22-000068,data/raw/0000059478/000005947822000068/lly-20211231.htm,
0000059478,0000059478,LLY,2022,2022-12-31,2023-02-22,0000059478-23-000082,data/raw/0000059478/000005947823000082/lly-20221231.htm,
0000059478,0000059478,LLY,2023,2023-12-31,2024-02-21,0000059478-24-000065,data/raw/0000059478/000005947824000065/lly-20231231.htm,
0000059478,0000059478,LLY,2024,2024-12-31,2025-02-19,0000059478-25-000067,data/raw/0000059478/000005947825000067/lly-20241231.htm,
0000059478,0000059478,LLY,2025,2025-12-31,2026-02-12,0000059478-26-000013,data/raw/0000059478/000005947826000013/lly-20251231.htm,
0000936468,0000936468,LMT,2007,2007-12-31,2008-02-28,0001193125-08-041793,data/raw/0000936468/000119312508041793/d10k.htm,
0000936468,0000936468,LMT,2008,2008-12-31,2009-02-26,0001193125-09-038670,data/raw/0000936468/000119312509038670/d10k.htm,
0000936468,0000936468,LMT,2009,2009-12-31,2010-02-25,0001193125-10-040520,data/raw/0000936468/000119312510040520/d10k.htm,
0000936468,0000936468,LMT,2010,2010-12-31,2011-02-25,0001193125-11-045739,data/raw/0000936468/000119312511045739/d10k.htm,
0000936468,0000936468,LMT,2011,2011-12-31,2012-02-23,0001193125-12-074929,data/raw/0000936468/000119312512074929/d221578d10k.htm,
0000936468,0000936468,LMT,2012,2012-12-31,2013-02-28,0001193125-13-082873,data/raw/0000936468/000119312513082873/d428940d10k.htm,
0000936468,0000936468,LMT,2013,2013-12-31,2014-02-14,0001193125-14-055034,data/raw/0000936468/000119312514055034/d621068d10k.htm,
0000936468,0000936468,LMT,2014,2014-12-31,2015-02-09,0001193125-15-038681,data/raw/0000936468/000119312515038681/d808572d10k.htm,
0000936468,0000936468,LMT,2015,2015-12-31,2016-02-24,0001193125-16-476010,data/raw/0000936468/000119312516476010/d62685d10k.htm,
0000936468,0000936468,LMT,2016,2016-12-31,2017-02-09,0001193125-17-036192,data/raw/0000936468/000119312517036192/d290249d10k.htm,
0000936468,0000936468,LMT,2017,2017-12-31,2018-02-06,0000936468-18-000009,data/raw/0000936468/000093646818000009/lmtq4201710k.htm,
0000936468,0000936468,LMT,2018,2018-12-31,2019-02-08,0000936468-19-000009,data/raw/0000936468/000093646819000009/lmtq4201810k.htm,
0000936468,0000936468,LMT,2019,2019-12-31,2020-02-07,0000936468-20-000016,data/raw/0000936468/000093646820000016/lmtq4201910k.htm,
0000936468,0000936468,LMT,2020,2020-12-31,2021-01-28,0000936468-21-000013,data/raw/0000936468/000093646821000013/lmt-20201231.htm,
0000936468,0000936468,LMT,2021,2021-12-31,2022-01-25,0000936468-22-000008,data/raw/0000936468/000093646822000008/lmt-20211231.htm,
0000936468,0000936468,LMT,2022,2022-12-31,2023-01-26,0000936468-23-000009,data/raw/0000936468/000093646823000009/lmt-20221231.htm,
0000936468,0000936468,LMT,2023,2023-12-31,2024-01-23,0000936468-24-000010,data/raw/0000936468/000093646824000010/lmt-20231231.htm,
0000936468,0000936468,LMT,2024,2024-12-31,2025-01-28,0000936468-25-000009,data/raw/0000936468/000093646825000009/lmt-20241231.htm,
0000936468,0000936468,LMT,2025,2025-12-31,2026-01-29,0001628280-26-004195,data/raw/0000936468/000162828026004195/lmt-20251231.htm,
0000060667,0000060667,LOW,2007,2007-02-02,2007-04-03,0000060667-07-000052,data/raw/0000060667/000006066707000052/lowesform10k02022007.htm,
0000060667,0000060667,LOW,2008,2008-02-01,2008-04-01,0000060667-08-000067,data/raw/0000060667/000006066708000067/lowesform10k02012008.htm,
0000060667,0000060667,LOW,2009,2009-01-30,2009-03-31,0000060667-09-000036,data/raw/0000060667/000006066709000036/lowesform10k01302009.htm,
0000060667,0000060667,LOW,2010,2010-01-29,2010-03-30,0000060667-10-000059,data/raw/0000060667/000006066710000059/lowesform10k01292010.htm,
0000060667,0000060667,LOW,2011,2011-01-28,2011-03-29,0000060667-11-000061,data/raw/0000060667/000006066711000061/lowesform10k01282011.htm,
0000060667,0000060667,LOW,2012,2012-02-03,2012-04-02,0000060667-12-000096,data/raw/0000060667/000006066712000096/lowesform10k02032012.htm,
0000060667,0000060667,LOW,2013,2013-02-01,2013-04-02,0000060667-13-000045,data/raw/0000060667/000006066713000045/lowesform10k.htm,
0000060667,0000060667,LOW,2014,2014-01-31,2014-03-31,0000060667-14-000054,data/raw/0000060667/000006066714000054/lowesform10k.htm,
0000060667,0000060667,LOW,2015,2015-01-30,2015-03-31,0000060667-15-000057,data/raw/0000060667/000006066715000057/lowesform10k.htm,
0000060667,0000060667,LOW,2016,2016-01-29,2016-03-29,0000060667-16-000276,data/raw/0000060667/000006066716000276/lowesform10k.htm,
0000060667,0000060667,LOW,2017,2017-02-03,2017-04-04,0000060667-17-000076,data/raw/0000060667/000006066717000076/lowesform10k.htm,
0000060667,0000060667,LOW,2018,2018-02-02,2018-04-02,0000060667-18-000051,data/raw/0000060667/000006066718000051/form10k_02022018.htm,
0000060667,0000060667,LOW,2019,2019-02-01,2019-04-02,0000060667-19-000042,data/raw/0000060667/000006066719000042/form10k_02012019.htm,
0000060667,0000060667,LOW,2020,2020-01-31,2020-03-23,0000060667-20-000036,data/raw/0000060667/000006066720000036/form10k01312020.htm,
0000060667,0000060667,LOW,2021,2021-01-29,2021-03-22,0000060667-21-000026,data/raw/0000060667/000006066721000026/low-20210129.htm,
0000060667,0000060667,LOW,2022,2022-01-28,2022-03-21,0000060667-22-000038,data/raw/0000060667/000006066722000038/low-20220128.htm,
0000060667,0000060667,LOW,2023,2023-02-03,2023-03-27,0000060667-23-000034,data/raw/0000060667/000006066723000034/low-20230203.htm,
0000060667,0000060667,LOW,2024,2024-02-02,2024-03-25,0000060667-24-000033,data/raw/0000060667/000006066724000033/low-20240202.htm,
0000060667,0000060667,LOW,2025,2025-01-31,2025-03-24,0000060667-25-000049,data/raw/0000060667/000006066725000049/low-20250131.htm,
0000707549,0000707549,LRCX,2007,2007-06-24,2008-03-31,0000891618-08-000189,data/raw/0000707549/000089161808000189/f39305e10vk.htm,
0000707549,0000707549,LRCX,2008,2008-06-29,2008-08-28,0000950134-08-015947,data/raw/0000707549/000095013408015947/f43373e10vk.htm,
0000707549,0000707549,LRCX,2009,2009-06-28,2009-08-27,0001193125-09-182356,data/raw/0000707549/000119312509182356/d10k.htm,
0000707549,0000707549,LRCX,2010,2010-06-27,2010-08-23,0001193125-10-194304,data/raw/0000707549/000119312510194304/d10k.htm,
0000707549,0000707549,LRCX,2011,2011-06-26,2011-08-19,0001193125-11-227691,data/raw/0000707549/000119312511227691/d10k.htm,
0000707549,0000707549,LRCX,2012,2012-06-24,2012-08-22,0001193125-12-365446,data/raw/0000707549/000119312512365446/d365655d10k.htm,
0000707549,0000707549,LRCX,2013,2013-06-30,2013-08-27,0001193125-13-348269,data/raw/0000707549/000119312513348269/d556924d10k.htm,
0000707549,0000707549,LRCX,2014,2014-06-29,2014-08-26,0001193125-14-321759,data/raw/0000707549/000119312514321759/d741932d10k.htm,
0000707549,0000707549,LRCX,2015,2015-06-28,2015-08-13,0001193125-15-290023,data/raw/0000707549/000119312515290023/d937085d10k.htm,
0000707549,0000707549,LRCX,2016,2016-06-26,2016-08-17,0000707549-16-000050,data/raw/0000707549/000070754916000050/lrcx_10kx2016xdocument.htm,
0000707549,0000707549,LRCX,2017,2017-06-25,2017-08-15,0000707549-17-000100,data/raw/0000707549/000070754917000100/lrcx_10kx2017xdocument.htm,
0000707549,0000707549,LRCX,2018,2018-06-24,2018-08-14,0000707549-18-000115,data/raw/0000707549/000070754918000115/lrcx_10kx2018xdocument.htm,
0000707549,0000707549,LRCX,2019,2019-06-30,2019-08-20,0000707549-19-000124,data/raw/0000707549/000070754919000124/lrcx10k2019document.htm,
0000707549,0000707549,LRCX,2020,2020-06-28,2020-08-18,0000707549-20-000138,data/raw/0000707549/000070754920000138/lrcx10k2020document.htm,
0000707549,0000707549,LRCX,2021,2021-06-27,2021-08-17,0000707549-21-000136,data/raw/0000707549/000070754921000136/lrcx-20210627.htm,
0000707549,0000707549,LRCX,2022,2022-06-26,2022-08-24,0000707549-22-000107,data/raw/0000707549/000070754922000107/lrcx-20220626.htm,
0000707549,0000707549,LRCX,2023,2023-06-25,2023-08-15,0000707549-23-000102,data/raw/0000707549/000070754923000102/lrcx-20230625.htm,
0000707549,0000707549,LRCX,2024,2024-06-30,2024-08-29,0000707549-24-000106,data/raw/0000707549/000070754924000106/lrcx-20240630.htm,
0000707549,0000707549,LRCX,2025,2025-06-29,2025-08-11,0000707549-25-000075,data/raw/0000707549/000070754925000075/lrcx-20250629.htm,
0001141391,0001141391,MA,2007,2007-12-31,2008-02-21,0001193125-08-034694,data/raw/0001141391/000119312508034694/d10k.htm,
0001141391,0001141391,MA,2008,2008-12-31,2009-02-19,0001193125-09-033062,data/raw/0001141391/000119312509033062/d10k.htm,
0001141391,0001141391,MA,2009,2009-12-31,2010-02-18,0001193125-10-034065,data/raw/0001141391/000119312510034065/d10k.htm,
0001141391,0001141391,MA,2010,2010-12-31,2011-02-24,0001193125-11-044721,data/raw/0001141391/000119312511044721/d10k.htm,
0001141391,0001141391,MA,2011,2011-12-31,2012-02-16,0001141391-12-000003,data/raw/0001141391/000114139112000003/ma12312011-10xk.htm,
0001141391,0001141391,MA,2012,2012-12-31,2013-02-14,0001141391-13-000003,data/raw/0001141391/000114139113000003/ma12312012-10xk.htm,
0001141391,0001141391,MA,2013,2013-12-31,2014-02-14,0001141391-14-000003,data/raw/0001141391/000114139114000003/ma12312013-10xk.htm,
0001141391,0001141391,MA,2014,2014-12-31,2015-02-13,0001141391-15-000011,data/raw/0001141391/000114139115000011/ma12312014-10xk.htm,
0001141391,0001141391,MA,2015,2015-12-31,2016-02-12,0001141391-16-000085,data/raw/0001141391/000114139116000085/ma12312015-10xk.htm,
0001141391,0001141391,MA,2016,2016-12-31,2017-02-15,0001141391-17-000014,data/raw/0001141391/000114139117000014/ma12312016-10xk.htm,
0001141391,0001141391,MA,2017,2017-12-31,2018-02-14,0001141391-18-000009,data/raw/0001141391/000114139118000009/ma12312017-10xk.htm,
0001141391,0001141391,MA,2018,2018-12-31,2019-02-13,0001141391-19-000013,data/raw/0001141391/000114139119000013/ma12312018-10xk.htm,
0001141391,0001141391,MA,2019,2019-12-31,2020-02-14,0001141391-20-000032,data/raw/0001141391/000114139120000032/ma12312019-10xk.htm,
0001141391,0001141391,MA,2020,2020-12-31,2021-02-12,0001141391-21-000018,data/raw/0001141391/000114139121000018/ma-20201231.htm,
0001141391,0001141391,MA,2021,2021-12-31,2022-02-11,0001141391-22-000023,data/raw/0001141391/000114139122000023/ma-20211231.htm,
0001141391,0001141391,MA,2022,2022-12-31,2023-02-14,0001141391-23-000020,data/raw/0001141391/000114139123000020/ma-20221231.htm,
0001141391,0001141391,MA,2023,2023-12-31,2024-02-13,0001141391-24-000022,data/raw/0001141391/000114139124000022/ma-20231231.htm,
0001141391,0001141391,MA,2024,2024-12-31,2025-02-12,0001141391-25-000011,data/raw/0001141391/000114139125000011/ma-20241231.htm,
0001141391,0001141391,MA,2025,2025-12-31,2026-02-11,0001141391-26-000013,data/raw/0001141391/000114139126000013/ma-20251231.htm,
0000063908,0000063908,MCD,2007,2007-12-31,2008-02-25,0001193125-08-037220,data/raw/0000063908/000119312508037220/d10k.htm,
0000063908,0000063908,MCD,2008,2008-12-31,2009-02-25,0001193125-09-037008,data/raw/0000063908/000119312509037008/d10k.htm,
0000063908,0000063908,MCD,2009,2009-12-31,2010-02-26,0001193125-10-042025,data/raw/0000063908/000119312510042025/d10k.htm,
0000063908,0000063908,MCD,2010,2010-12-31,2011-02-25,0001193125-11-046701,data/raw/0000063908/000119312511046701/d10k.htm,
0000063908,0000063908,MCD,2011,2011-12-31,2012-02-24,0001193125-12-077317,data/raw/0000063908/000119312512077317/d260574d10k.htm,
0000063908,0000063908,MCD,2012,2012-12-31,2013-02-25,0000063908-13-000010,data/raw/0000063908/000006390813000010/mcd-12312012x10k.htm,
0000063908,0000063908,MCD,2013,2013-12-31,2014-02-24,0000063908-14-000019,data/raw/0000063908/000006390814000019/mcd-12312013x10k.htm,
0000063908,0000063908,MCD,2014,2014-12-31,2015-02-24,0000063908-15-000016,data/raw/0000063908/000006390815000016/mcd-12312014x10k.htm,
0000063908,0000063908,MCD,2015,2015-12-31,2016-02-25,0000063908-16-000103,data/raw/0000063908/000006390816000103/mcd-12312015x10k.htm,
0000063908,0000063908,MCD,2016,2016-12-31,2017-03-01,0000063908-17-000017,data/raw/0000063908/000006390817000017/mcd-12312016x10k.htm,
0000063908,0000063908,MCD,2017,2017-12-31,2018-02-23,0000063908-18-000010,data/raw/0000063908/000006390818000010/mcd-12312017x10k.htm,
0000063908,0000063908,MCD,2018,2018-12-31,2019-02-22,0000063908-19-000010,data/raw/0000063908/000006390819000010/mcd-12312018x10k.htm,
0000063908,0000063908,MCD,2019,2019-12-31,2020-02-26,0000063908-20-000022,data/raw/0000063908/000006390820000022/mcd-12312019x10k.htm,
0000063908,0000063908,MCD,2020,2020-12-31,2021-02-23,0000063908-21-000013,data/raw/0000063908/000006390821000013/mcd-20201231.htm,
0000063908,0000063908,MCD,2021,2021-12-31,2022-02-24,0000063908-22-000011,data/raw/0000063908/000006390822000011/mcd-20211231.htm,
0000063908,0000063908,MCD,2022,2022-12-31,2023-02-24,0000063908-23-000012,data/raw/0000063908/000006390823000012/mcd-20221231.htm,
0000063908,0000063908,MCD,2023,2023-12-31,2024-02-22,0000063908-24-000072,data/raw/0000063908/000006390824000072/mcd-20231231.htm,
0000063908,0000063908,MCD,2024,2024-12-31,2025-02-25,0000063908-25-000012,data/raw/0000063908/000006390825000012/mcd-20241231.htm,
0000063908,0000063908,MCD,2025,2025-12-31,2026-02-24,0000063908-26-000035,data/raw/0000063908/000006390826000035/mcd-20251231.htm,
0001103982,0001103982,MDLZ,2007,2007-12-31,2008-02-25,0001193125-08-037590,data/raw/0001103982/000119312508037590/d10k.htm,
0001103982,0001103982,MDLZ,2008,2008-12-31,2009-02-27,0001193125-09-040798,data/raw/0001103982/000119312509040798/d10k.htm,
0001103982,0001103982,MDLZ,2009,2009-12-31,2010-02-25,0001193125-10-040106,data/raw/0001103982/000119312510040106/d10k.htm,
0001103982,0001103982,MDLZ,2010,2010-12-31,2011-02-28,0001193125-11-048979,data/raw/0001103982/000119312511048979/d10k.htm,
0001103982,0001103982,MDLZ,2011,2011-12-31,2012-02-27,0001193125-12-080318,data/raw/0001103982/000119312512080318/d277353d10k.htm,
0001103982,0001103982,MDLZ,2012,2012-12-31,2013-02-25,0001193125-13-073227,data/raw/0001103982/000119312513073227/d456052d10k.htm,
0001103982,0001103982,MDLZ,2013,2013-12-31,2014-03-03,0001193125-14-079175,data/raw/0001103982/000119312514079175/d645322d10k.htm,
0001103982,0001103982,MDLZ,2014,2014-12-31,2015-02-20,0001193125-15-055355,data/raw/0001103982/000119312515055355/d840894d10k.htm,
0001103982,0001103982,MDLZ,2015,2015-12-31,2016-02-19,0001193125-16-469394,data/raw/0001103982/000119312516469394/d51394d10k.htm,
0001103982,0001103982,MDLZ,2016,2016-12-31,2017-02-24,0001193125-17-055858,data/raw/0001103982/000119312517055858/d288385d10k.htm,
0001103982,0001103982,MDLZ,2017,2017-12-31,2018-02-09,0001193125-18-037332,data/raw/0001103982/000119312518037332/d466496d10k.htm,
0001103982,0001103982,MDLZ,2018,2018-12-31,2019-02-08,0001103982-19-000005,data/raw/0001103982/000110398219000005/mdlz10k123118document.htm,
0001103982,0001103982,MDLZ,2019,2019-12-31,2020-02-07,0001103982-20-000003,data/raw/0001103982/000110398220000003/mdlz10k123119document1.htm,
0001103982,0001103982,MDLZ,2020,2020-12-31,2021-02-05,0001103982-21-000004,data/raw/0001103982/000110398221000004/mdlz-20201231.htm,
0001103982,0001103982,MDLZ,2021,2021-12-31,2022-02-04,0001103982-22-000003,data/raw/0001103982/000110398222000003/mdlz-20211231.htm,
0001103982,0001103982,MDLZ,2022,2022-12-31,2023-02-03,0001103982-23-000006,data/raw/0001103982/000110398223000006/mdlz-20221231.htm,
0001103982,0001103982,MDLZ,2023,2023-12-31,2024-02-02,0001103982-24-000019,data/raw/0001103982/000110398224000019/mdlz-20231231.htm,
0001103982,0001103982,MDLZ,2024,2024-12-31,2025-02-05,0001103982-25-000030,data/raw/0001103982/000110398225000030/mdlz-20241231.htm,
0001103982,0001103982,MDLZ,2025,2025-12-31,2026-02-04,0001628280-26-005345,data/raw/0001103982/000162828026005345/mdlz-20251231.htm,
0001613103,0000064670,MDT,2007,2007-04-27,2007-06-25,0000897101-07-001326,data/raw/0000064670/000089710107001326/medtronic072487s1_10k.htm,
0001613103,0000064670,MDT,2008,2008-04-25,2008-06-24,0000897101-08-001392,data/raw/0000064670/000089710108001392/medtronic082604s1_10k.htm,
0001613103,0000064670,MDT,2009,2009-04-24,2009-06-23,0000897101-09-001266,data/raw/0000064670/000089710109001266/medtronic092639s2_10k.htm,
0001613103,0000064670,MDT,2010,2010-04-30,2010-06-29,0000897101-10-001328,data/raw/0000064670/000089710110001328/medtronic103067s1_10k.htm,
0001613103,0000064670,MDT,2011,2011-04-29,2011-06-28,0000897101-11-001132,data/raw/0000064670/000089710111001132/medtronic113060s1_10k.htm,
0001613103,0000064670,MDT,2012,2012-04-27,2012-06-26,0000897101-12-001054,data/raw/0000064670/000089710112001054/medtronic122599_10k.htm,
